,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
79,37634,29614,37792,8771,6792,19632,28142,16096,23245,44875,18081,48092,13827,11901,21238,34229,8897,44924,38698,30942,41827,1657,38135,4630,49150,19457,43038,8426,995,323,18152,28928,11589,33433,35909,417,48635,33548,9054,19828,23140,19867,42723,31363,32261,10239,15656,41561,22848,10483,29083,41495,42698,3362,40519,39042,47303,28380,35319,9268,4763,19951,2775,30549,39098,25537,19551,22383,18200,30304,6594,26970,6973,21025,45296,3004,29923,35559,18052,7291,5586,12836,17671,27642,44537,46821,25636,41087,29144,3109,36168,6097,31811,17448,3518,29812,12424,1031,24351,32499,26746,33995,37226,47094,38328,49098,31711,26945,31227,43711,2647,1060,39820,6496,2848,33079,37803,17159,35889,11529,41117,4431,807,22044,22043,21387,8359,27402,12999,35230,45365,27435,16183,27629,34947,43625,45273,26974,29012,29458,6389,44882,37228,29534,29484,33352,28483,41636,17817,27151,16309,14286,30325,29283,41351,28381,48335,48912,9972,41742,20244,11576,628,2884,25608,6379,46695,5464,41211,47842,48703,5649,11315,45465,39684,37471,28929,24235,24287,6474,33982,44733,2715,2853,20577,24223,33331,12178,46843,8882,17793,26677,45758,11822,20302,21648,48729,12518,31437,22220,39884,48172,16469,45838,41324,47744,20242,3751,30446,31411,48729,49267,31796,9491,32752,29649,25580,47997,6619,2305,6232,16877,31720,5,45685,25082,25026,4603,25961,48586,5146,26262,12342,40261,39330,38813,19581,4804,42895,32968,33526,47626,2865,20907,14647,27154,409,23278,13185,15153,43395,48457,16704,1092,14382,782,32343,48388,27913,34900,35212,23560,38524,14133,45425,13654,48531,2018,9236,23942,32250,21072,35929,27848,13848,11003,125,23608,12230,1076,29993,33009,1407,42257,13425,6574,32977,47951,41715,25718,33935,31485,7460,39246,28670,3763,30002,25917,19634,13247,27448,48042,48568,29144,7939,26822,1626,41879,42274,46788,30266,21729,7142,3049,26072,7589,29347,40091,49848,6558,2543,18799,44339,28581,12751,23597,14425,8435,9110,13710,12630,5917,34459
80,24445,11646,34456,32161,20864,27259,7852,3539,33699,8512,22719,39195,7088,894,41829,13439,12786,38751,26319,2067,2243,36672,32583,41666,28047,40380,13184,288,49109,19165,33317,8002,14098,1624,42864,205,49600,14933,32784,10214,11858,6705,19043,13350,47766,6245,44210,25989,30181,1631,23522,15848,35358,8869,23644,1513,5737,12034,40480,41288,40042,456,22849,11776,15086,48927,40305,9307,8930,42652,29758,33543,23916,13621,33941,24532,15076,42897,10181,28636,31443,20266,1375,4458,29319,28739,24560,8647,49274,20239,44233,8890,49988,49922,43300,27648,48668,1288,9491,19709,7479,33332,20767,27434,2771,30424,33642,18636,34484,49787,17269,23397,36522,45352,41334,48685,33779,48971,6425,2660,35206,49133,32246,27845,13010,25398,49341,20221,22930,8890,10196,20459,39651,8219,40642,38661,40810,38331,3090,23250,29912,49960,26878,26066,22598,26870,48819,32159,14590,18231,7624,8151,20320,28822,28742,22011,7704,28699,48625,379,26810,194,504,15164,15856,41438,185,16566,28660,15301,5954,13199,28115,33850,19858,12661,10336,32944,45884,2287,45643,25581,31295,35791,43110,12126,34499,40402,1767,31635,23429,44871,26427,13429,35651,29279,45825,24972,6422,9017,17809,25202,1536,5336,25344,33464,9313,1761,18010,41997,47167,45035,44680,30396,24381,17388,42945,14809,32870,5782,16113,14184,43420,4375,11669,38039,6557,4071,24352,31408,21381,36786,9357,20143,15028,17092,46572,36239,15502,34723,36113,44534,1696,25035,42495,14411,24845,33806,35472,14193,1354,32954,32938,40446,49030,15809,18378,36696,44827,9902,15960,33131,40929,31106,7048,45366,38578,10760,3974,31565,8785,29263,10604,4116,48667,10846,26359,22103,46624,22727,46775,13424,4914,35740,20655,2675,17932,32741,39571,25443,9147,3057,38738,15408,26127,36512,17309,46028,1466,489,23107,20927,13298,19543,48448,39411,35895,31586,44199,30092,34282,40782,21511,33784,434,44958,7767,30215,14660,48282,49865,12356,17782,10315,1456,32496,30000,11863,44333,39630,25477,36073,6018
81,17317,37382,35998,35701,19489,40944,11638,14503,24432,37147,8333,4786,42044,39180,9756,16970,42517,46554,46855,35799,17301,8568,25436,48101,33798,29875,36375,12766,3416,49549,49925,12123,17008,28575,22383,18085,36459,5860,10552,35158,41364,19197,7698,36921,46241,38273,41141,1312,13600,6396,24575,14554,43798,47104,22952,44048,46823,15253,39615,46847,23990,21672,39538,9747,20762,25601,34267,2188,43038,1204,17408,19425,26907,17272,48392,8908,30910,15035,8022,49614,8747,38717,3100,23477,35067,46418,28845,43110,33283,39766,27584,26711,33982,9744,11986,40528,48626,31869,9551,4397,39613,39842,10226,30078,25731,18742,24354,25952,47621,32285,6969,31232,40221,31063,10622,38842,8136,4142,8452,14385,704,35160,14552,22589,22339,2574,47554,24119,41166,19940,22021,31260,25062,33162,6350,22460,6055,22932,44074,24054,48656,22131,32588,33519,14456,27332,31154,29957,30947,18038,19642,37777,26153,19475,10092,33746,21193,38990,30877,776,46528,1663,47921,45196,45219,26345,39844,42989,17676,15553,2690,26436,23010,44247,41113,35494,43538,32854,5356,18900,28213,41316,19710,3276,147,32165,41282,15679,36429,39118,40622,28967,49822,3207,38770,46588,22166,19,35524,33092,36792,11404,47691,17025,11511,29806,18715,37152,14343,7634,5140,29376,506,19310,21086,5888,26947,6425,3905,38958,7856,12814,41812,15689,45797,37230,2246,46118,33495,49325,29762,10936,16997,26583,22749,13112,32529,7889,43339,30620,49680,8059,24663,6947,10664,35319,47142,3008,34341,16372,28002,5596,23066,43126,38105,41819,39126,25489,46907,32784,25584,25932,4617,32399,2308,7972,35014,2506,1079,23595,12455,3253,40094,18965,26402,20944,37086,33416,913,15221,6655,32941,31581,33805,10753,16443,14118,15527,7704,34587,39843,10947,6360,12251,43206,25221,37414,33008,28160,12215,2171,42433,8476,15017,44565,42638,38001,31049,19917,33492,48432,2202,18172,32231,15272,40435,37679,20057,17274,4450,20482,3818,40424,47919,3410,9126,24865,9581,34306,2545,10137,11537,5127
82,25923,8729,49900,18365,7746,45162,17163,12240,996,46663,31248,31886,33076,24962,5105,42448,42588,11880,6174,42853,34246,16159,25280,47941,12992,23525,3932,15194,22992,26468,40596,22537,45150,1765,17615,24505,45392,638,14154,20353,42621,31742,26584,47176,2577,26157,13694,6310,28363,15042,28827,38636,7434,5305,5439,44872,46789,23998,42680,31084,24122,8487,14965,35243,47983,9122,83,24035,30171,19387,3258,4110,18834,1921,29563,4135,43025,7270,25004,23443,46767,35109,30148,30071,9597,34620,40767,24222,25267,30341,4191,26433,46603,5294,39053,19296,33293,36287,39149,39452,2111,4439,6473,17458,48903,1909,8854,22758,3922,8562,46452,49138,33385,48212,7557,31796,2,28625,29835,41801,10635,22422,25579,43772,1504,17574,2435,31858,39654,34749,38192,6166,6635,38139,29373,43276,31730,19552,28268,42053,34771,20062,7690,6220,24635,3082,10573,38757,1183,22404,15651,48173,23909,17960,2811,45873,11231,39564,2863,16633,5123,17157,39989,10778,33015,38144,19084,49327,40422,29567,239,7361,41841,23211,36320,20617,38458,46103,20471,8000,5373,39427,9005,26494,3009,7173,33945,39279,42416,38738,40606,32930,5677,41182,24431,35687,34180,30363,47622,7073,19133,43267,768,13487,36264,7898,39336,45694,17303,714,21419,12997,2465,15631,44104,41911,38141,30885,20326,37716,7029,25460,2099,31428,22596,49714,11662,2232,32237,42238,28316,42125,28852,28952,3246,13047,5476,19323,10067,12005,7373,49652,23430,36537,21303,9881,9523,42237,3614,10720,27627,42905,26258,23721,411,38448,24774,28565,38784,18947,15422,32512,8496,3691,4890,33071,29827,13645,32500,43152,16907,40538,11842,11942,25961,31900,37799,33227,39463,25604,43817,9138,48377,39086,40074,44804,5464,48988,21433,3118,6528,7924,10234,30699,17796,23962,38795,46589,47871,8406,22621,6399,24400,23389,18916,47685,49273,17288,32686,40199,40949,30567,38743,26698,24696,14639,46302,26287,49461,8357,7780,33057,12938,15088,1577,37395,16282,36457,39637,18403,36217,43464,44353
83,44474,46829,46734,23175,39141,26110,9352,19763,44553,2466,40211,40251,38363,18797,10375,38592,44378,31432,12395,32723,13867,10361,44843,41408,25376,34594,11103,5123,45528,38822,9293,13267,40999,22715,17518,20759,4766,1228,36473,45151,21492,7291,7138,33508,43508,33169,41845,27661,14949,43163,23497,27212,14494,45162,16266,20370,8542,17893,4494,37499,27682,48446,24485,35729,44750,49864,26370,26462,17700,3470,32974,35799,40419,8225,17113,6751,11507,3682,44716,10451,28757,24032,34411,29540,8626,47199,18322,43447,22988,18458,40787,48469,7838,2586,31653,19646,44798,15409,48229,40931,45986,25141,36461,46738,36114,39316,49143,36363,41160,3526,30403,41315,11877,10241,22132,48364,11707,32464,11760,1707,45055,22311,34060,30748,16880,36094,17635,14640,44007,40433,44856,32543,47492,1068,16780,19451,48492,2594,2860,38684,39169,19967,1279,30534,5943,34046,41085,46409,15082,4398,4225,14035,16287,5945,47515,27138,45262,32619,48070,35754,11316,34986,33112,18856,45419,10203,15098,5899,316,45521,39314,23318,22571,41596,37864,3016,7734,47165,35117,25894,41376,26246,11993,25555,37966,14757,30636,133,31647,20841,10906,23297,47495,16057,9794,10686,5284,5522,48702,11839,12444,12693,48063,40614,23091,26211,23012,40958,33017,26565,13320,20811,8757,11569,46357,20135,35049,29086,9338,36316,24483,48579,45857,19388,20890,11493,5982,27647,21335,37464,24200,31664,31322,15762,2345,36504,4057,8760,9382,43684,13774,43550,40198,13892,48765,2221,31982,17471,24357,13786,48760,10505,6646,18787,18199,188,43985,10031,42996,43697,18803,22787,23947,41149,16583,13527,38226,27986,29531,9038,8156,28917,39100,48449,46566,43137,5134,11072,9599,26058,28922,40870,2963,44188,26376,45581,22914,48620,223,39320,29411,9396,10692,18405,17209,32192,48593,49711,6488,32749,24257,43831,31988,18381,28633,7948,4788,26757,16588,24096,4793,13061,28578,20072,26831,40692,1459,20302,4170,17498,21232,15818,42978,39986,45977,40114,45521,1369,3102,20885,2322,5836,23284
84,43816,49696,13552,8728,22834,28194,17805,24232,22498,15645,39107,11693,18570,32337,30491,47128,3228,9975,10630,21336,33029,19654,20468,2245,2783,47244,39393,13774,45080,7914,532,2425,42684,23902,3196,34275,27782,16890,47058,32123,15121,21721,11959,20369,11032,1671,1704,35385,41301,44693,19795,40925,22037,3693,13340,44642,2538,33055,35580,42008,27473,32306,49140,9201,15873,45911,41365,39225,28417,24261,15941,49883,3731,3694,1269,5300,48619,41308,37435,16028,26070,33779,1103,46375,36938,34606,1732,1719,47024,27314,18669,9499,48629,45847,6981,29566,5064,35330,46635,14229,21852,29999,48135,27123,1497,44974,9283,49043,4447,40263,29424,38132,8025,20076,36708,42085,42643,48780,15025,24513,39241,4911,6041,29276,10124,7739,1385,49895,17934,35943,34397,1161,33510,1990,31454,11576,25270,18502,37820,46775,5274,34001,17813,23568,38867,37165,28724,2037,43383,27894,12893,1559,34114,47265,12187,2290,49346,5476,48911,22918,4396,32103,15053,14559,6535,7723,26778,23274,4120,49922,44313,34222,26557,40153,34975,369,37941,49799,20639,31214,22343,48553,500,17327,44483,3954,22559,20773,16886,6671,46701,39348,33842,39714,39139,16235,12888,38168,43686,39552,11738,14608,22623,33422,44385,29915,31523,29542,48942,5304,31432,24076,21753,27674,25609,26365,38676,14473,2592,35504,32648,38479,44146,47411,36577,20477,21759,38464,26959,37569,4273,34950,23707,8800,2218,25423,43065,11463,33709,31636,10778,40116,13930,39342,40784,21907,2456,8622,35244,44731,8462,9506,28972,11874,49256,44894,44793,44620,47138,26364,39962,18860,4908,16772,8144,18303,29167,24261,10427,29148,25552,29415,36594,31437,20916,32854,8052,21656,26706,29393,32594,2112,8088,13860,7676,22086,20058,11172,32876,6785,22319,40419,17632,7459,5300,36673,12806,29452,6076,40928,4606,14870,25413,35105,39967,9686,19113,36316,12441,26464,9222,45766,22558,4461,3171,34155,31366,28586,21858,36054,23731,19215,2701,45219,24657,6295,21009,3035,37888,997,19567,33425,4835
85,47689,14,39270,47243,39079,49113,6244,35114,48509,25491,28357,6496,18955,9176,31868,8659,14892,13931,22865,15432,43912,21908,8647,8706,18535,43112,26808,34976,39182,30208,21436,49431,38185,8759,40422,38051,43441,24748,31168,21610,23785,4084,6309,25558,47312,25486,39312,5521,14252,1412,14062,17977,34024,29771,2439,31466,13634,38041,35812,44609,35864,32657,25066,10703,27890,4748,7764,46871,5737,36865,21671,32400,32074,37443,31519,41662,37495,41002,10252,44523,31375,13015,1777,18667,19840,24531,7287,18696,33403,26033,38478,47231,38464,42479,18451,41750,9140,37656,43489,1086,47878,33767,19572,24143,47163,11421,29150,24745,45746,14362,30546,29023,41699,40332,22101,22837,40554,23444,15461,48633,18987,15370,47843,15040,46330,32856,42539,5279,39763,34873,20926,29953,10256,35898,20248,12545,25319,43518,15069,43800,25538,17295,23864,34284,34419,41814,16710,46178,24315,44489,26616,9223,22866,5111,46299,37725,21968,14472,1156,24898,16528,45825,49167,41881,25713,40284,196,12002,8872,22626,14016,46278,41624,41985,32186,21237,6878,20811,26999,2805,21185,9839,17496,24669,24939,19807,454,44002,8457,5051,15686,29376,20019,9621,11830,8004,167,13602,38425,33665,18930,5276,26399,3232,47980,6792,44849,15165,30601,42234,47669,29780,21471,38475,47220,14691,42096,2687,47077,9279,25659,39937,48450,42792,35555,18318,31755,31547,20807,44355,12337,40198,6524,31705,30565,48255,21945,41247,24050,14857,45839,30295,49682,37742,10920,43685,43747,39526,41,7073,35834,42780,33858,47579,22095,31407,34785,37203,12191,29543,2024,17260,42168,48050,5077,34823,13697,18187,19390,47950,25827,45585,43811,35927,42564,29502,20538,25470,11364,30814,12537,24619,26235,45067,22075,19541,5034,29590,30204,2835,3525,35914,15917,34952,29178,2650,3117,49569,19889,35421,24807,24047,14125,2478,48520,15176,41525,1355,37367,38904,36410,18421,28534,9288,1597,27432,8955,31628,39972,24171,45836,15646,9467,22787,23877,47487,14277,24198,24922,5846,18994,7924,32009
86,1798,8945,27876,48273,28753,16953,48428,10880,42038,38606,1194,8521,10648,38502,30365,48626,42722,33542,32832,18014,41817,27247,2532,7222,46038,43774,45227,27224,47536,3715,3856,42889,29622,48251,47819,16768,29945,48858,16595,31387,25982,18257,11262,26042,27846,45299,23382,45391,47933,47663,33989,7882,43032,29203,38340,11342,26853,350,33519,45615,35229,37407,10391,44457,37487,23461,466,4850,48728,30627,45579,15767,23269,37533,41432,15230,3304,18063,3025,45008,35302,35225,43269,7671,19481,43140,20994,18168,9160,38372,4060,284,18284,13881,28933,39978,5586,35832,14372,4613,21334,25876,4520,19027,44771,26441,35067,6734,35632,47574,33350,16452,961,9112,35154,20443,8113,5005,24135,14338,34104,38521,37724,5795,38401,49277,13537,8682,1438,3457,18999,36062,8926,29645,7915,31866,32188,46851,27010,863,11545,42813,37940,47811,3517,141,31728,43793,8986,24084,42618,28290,33411,34316,8811,25402,1777,6360,44677,39415,12020,49088,37251,45359,41787,24074,47678,15719,47251,28240,9415,48559,1034,6935,21615,18360,29403,306,4023,45470,42422,48228,22392,14014,19243,42621,10073,8690,10896,48234,1322,36907,12930,34991,27018,25581,3706,47105,44984,33301,45924,45712,17785,42193,24091,31783,41890,49763,43031,9313,8107,6118,5269,35049,48585,15023,42351,14538,13441,15643,19997,17001,14532,4039,14875,20034,29005,39485,40609,33372,15331,41317,39724,44841,21284,6083,15517,22245,36976,39945,42018,8512,19127,19868,49018,20924,23725,37246,27915,45970,4840,5881,22828,8517,6610,30890,31551,13320,8388,14835,34574,40423,17117,22337,32982,1312,24278,39460,28259,37823,41386,39477,47596,42964,45079,44144,13718,4102,19475,24698,14216,19829,6636,1665,33804,7456,39682,17391,21886,22951,18906,29553,4473,8115,10049,16678,14751,41212,1888,39974,1521,13333,47754,43299,35342,4242,14506,24909,40234,15594,44194,2910,16414,20482,39021,40833,7068,29763,37061,33731,25608,2279,20912,1142,29051,18385,29438,37674,4110,27195,44660,31965,32266
87,18316,1066,24617,14652,22159,41553,15086,46443,21331,32388,48640,9165,17784,44790,20909,28392,34451,17050,46682,22248,31124,21316,7183,42596,3466,1827,13020,21212,42332,35551,37140,46014,25004,2765,36645,33624,23803,42969,32255,12887,32644,8930,35772,28374,49331,5417,1844,15915,10477,19132,9121,48429,1112,37497,36891,10039,35781,35263,33198,37820,47486,16632,15968,19892,2911,23154,36533,21812,45444,23332,42290,30256,39932,30099,23173,49212,26801,31567,15774,22905,413,31608,32161,27967,44542,25029,39580,26141,45803,7506,12424,22234,13520,27160,22504,15336,13003,5927,47113,12406,35701,24665,26807,18607,35415,39129,1575,25910,33240,31838,42264,32766,28796,42682,17169,31675,16119,40544,20500,16165,37515,3172,10485,5651,25742,26615,22443,5248,11317,15678,10845,28332,10536,11628,35879,4984,47203,34348,36556,15760,7743,49775,16619,8128,44340,15358,12214,18789,20766,2802,12606,14033,21221,7150,7161,44360,19308,1037,9015,33483,49053,32685,29496,40916,42080,7118,3738,43721,47542,13355,45698,21097,26682,28911,44759,18311,14621,34312,41120,8979,2523,39884,27567,40363,7264,46443,49855,20251,14744,836,29824,175,40879,27725,39175,44380,27529,32784,30250,13997,19273,4130,32561,19167,18649,34829,5573,45782,32414,37765,26498,28031,49013,40825,23054,28117,26210,24123,46389,39605,36948,20644,35193,10997,19118,5256,5259,23454,20009,49590,3412,2335,33417,15518,25330,15958,23758,19669,43759,45835,15338,31781,26046,24250,40084,43716,27983,36630,22509,5177,37369,33464,32360,17248,49969,26138,41945,33396,30726,1636,18449,10651,49978,38398,24506,19802,19706,18605,49765,34272,30133,13766,11806,20925,36142,27765,11753,26102,28379,47079,18394,49900,1390,26371,5377,28288,27049,29160,27356,35171,48513,5171,10530,6701,16684,22131,36924,18774,13000,26274,44909,21786,31716,43135,26278,24144,36595,5047,41052,7757,35301,31119,11558,14411,43255,46940,44557,35731,18218,3675,39062,5638,13660,20607,15057,27366,46183,1068,39028,7901,6934,2002,5416
88,12704,37108,34802,38088,4120,33683,30494,49769,29336,33094,32875,21021,15071,36408,22821,30993,40883,181,13171,45401,12023,6282,36155,13319,13552,2207,17598,30605,22823,32826,14926,5502,7017,37271,10434,9033,34942,43720,38041,259,14418,13104,28888,42116,2045,8240,3434,26416,17822,29464,8771,38250,22060,22207,37327,13773,14258,20825,24231,34724,18901,1748,42434,32914,23913,18963,30715,32688,41215,35480,7020,33785,13222,21182,20198,3063,26471,24213,47371,22555,43575,29474,13675,44876,13227,18737,12138,43039,11092,45811,17275,19587,27835,31507,47253,32857,6219,4671,37791,19841,8388,25046,49309,18059,45899,15197,32188,5101,11966,19307,22822,3948,21111,26495,45067,17746,39502,30688,31985,25084,38938,41541,4045,34486,22738,34108,30089,28432,19733,26386,28516,1561,8200,6168,38075,5156,4412,38348,42680,31135,7307,15457,13677,11831,43622,13202,47954,49300,46796,49216,25524,20175,25794,34690,1751,11365,8030,42249,2714,17059,26173,6058,2288,13039,29732,9165,32555,35474,3598,25855,40540,37901,36030,12378,20480,15711,98,19873,30985,20524,7135,31482,30971,4626,6684,37206,1406,47191,31870,22686,39681,33956,41060,44771,45767,20575,12046,24839,41307,22555,36192,31803,25958,28130,14493,15918,19843,20447,36944,19772,42448,46119,18402,10111,8772,33722,4521,10068,36044,38073,26922,49834,26037,27581,15315,22958,47895,40709,29697,10656,33037,32128,26348,9405,36215,1769,36523,38224,8406,4373,2013,16469,44411,49854,29680,33005,34932,5583,36085,26737,47634,11698,21908,22365,11111,15738,14240,28048,2065,33517,14996,4856,16952,26778,38525,33783,6142,23173,43385,5504,45692,48019,2816,19935,42197,4165,15020,44052,6286,40939,21003,17413,20372,43258,40168,7308,7802,39080,7541,32312,5778,35723,22871,23742,13732,46532,17139,25768,17359,45204,15136,24247,29223,42629,18362,40596,37195,31775,5265,49443,22335,49475,20660,4509,29119,30263,45815,15095,47743,46977,860,48523,34283,13669,15331,18474,40669,26062,34090,28443,49267,35323,31579
89,22514,1393,41894,32777,24866,46314,44368,961,38484,10570,34432,27489,41331,34418,19201,39283,10635,16937,27494,23261,27697,9372,34828,46526,37250,31547,14248,3709,26905,49438,25804,29296,26170,15321,20718,44532,24892,9027,38703,29263,23839,32373,30598,30859,1912,7865,42659,43327,8483,27645,30016,15674,14599,10580,46231,5300,36939,13390,5038,18812,49453,401,13028,44312,28610,34528,24113,26037,38982,21045,33584,8474,28221,40637,10700,12861,42493,983,48087,46039,33937,3669,14788,4886,13057,12234,27947,34956,18901,30270,26082,13429,25829,4218,39417,21347,47589,48557,5353,45189,4532,39754,25200,1437,43149,16076,25284,12627,9439,12218,46642,10934,46603,26964,18810,24367,49985,46082,4753,15361,32093,41331,20511,85,46429,39619,5024,47324,46475,14791,46033,22710,40592,1228,20548,43997,32556,8236,45776,28060,42572,39328,10768,7494,35393,5742,46881,17494,41734,28572,33835,22442,4638,18743,37091,8379,29349,32997,542,15227,28273,4799,11830,38874,32647,36578,32394,47437,23808,1335,37315,40074,39955,38948,10963,4584,48573,3584,13218,33221,16101,11308,22468,28281,34677,5914,11917,32535,24721,4412,37496,20110,32813,46681,10816,29831,3462,32641,30513,31527,11094,30141,15345,20764,40168,27278,21277,24260,1005,24415,26145,31917,46529,4446,45574,950,48412,6350,9852,24257,46370,11276,46511,37145,110,24808,45351,30818,28186,43475,44978,34163,2571,3703,49598,18812,7278,36640,40252,15183,36712,18970,29510,28875,23025,36399,22223,23001,16705,38209,26407,3797,49560,10447,32375,40784,10738,43557,49230,27330,35934,19423,42374,48976,43932,28829,27295,47510,47637,32674,19023,33782,12826,47863,39295,8117,48993,18920,16982,42238,13732,17651,33351,29729,624,24834,18356,32389,15941,45137,16409,39134,38761,49366,18257,11867,35177,19877,29793,5777,33741,49369,36689,22398,5312,43702,37323,9945,7448,24315,8813,30472,43120,27926,32764,49343,514,26076,19188,33021,36728,12957,19745,16295,29033,23124,37525,32171,44082,8307,18318,38462,28446
